#DEG_AC	#Gene_Name	#Gene_Ref	#COG	#Class	#Function	#Organism	#Refseq	#Condition
DEG20100616	FKTN	EMBL: ENSG00000106692	-	-	fukutin [Source:HGNC Symbol;Acc:3622]	Homo sapiens I	9	Rich medium
DEG20100617	TGFBR1	EMBL: ENSG00000106799	-	-	transforming growth factor, beta receptor 1 [Source:HGNC Symbol;Acc:11772]	Homo sapiens I	9	Rich medium
DEG20100618	LHX6	EMBL: ENSG00000106852	-	-	LIM homeobox 6 [Source:HGNC Symbol;Acc:21735]	Homo sapiens I	9	Rich medium
DEG20100619	DNM1	EMBL: ENSG00000106976	-	-	dynamin 1 [Source:HGNC Symbol;Acc:2972]	Homo sapiens I	9	Rich medium
DEG20100620	ENG	EMBL: ENSG00000106991	-	-	endoglin [Source:HGNC Symbol;Acc:3349]	Homo sapiens I	9	Rich medium
DEG20100621	RLN1	EMBL: ENSG00000107018	-	-	relaxin 1 [Source:HGNC Symbol;Acc:10026]	Homo sapiens I	9	Rich medium
DEG20100622	TYRP1	EMBL: ENSG00000107165	-	-	tyrosinase-related protein 1 [Source:HGNC Symbol;Acc:12450]	Homo sapiens I	9	Rich medium
DEG20100623	LHX3	EMBL: ENSG00000107187	-	-	LIM homeobox 3 [Source:HGNC Symbol;Acc:6595]	Homo sapiens I	9	Rich medium
DEG20100624	DDX58	EMBL: ENSG00000107201	-	-	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 [Source:HGNC Symbol;Acc:19102]	Homo sapiens I	9	Rich medium
DEG20100625	GLIS3	EMBL: ENSG00000107249	-	-	GLIS family zinc finger 3 [Source:HGNC Symbol;Acc:28510]	Homo sapiens I	9	Rich medium
DEG20100626	BAG1	EMBL: ENSG00000107262	-	-	BCL2-associated athanogene [Source:HGNC Symbol;Acc:937]	Homo sapiens I	9	Rich medium
DEG20100627	RAPGEF1	EMBL: ENSG00000107263	-	-	Rap guanine nucleotide exchange factor (GEF) 1 [Source:HGNC Symbol;Acc:4568]	Homo sapiens I	9	Rich medium
DEG20100628	SHB	EMBL: ENSG00000107338	-	-	Src homology 2 domain containing adaptor protein B [Source:HGNC Symbol;Acc:10838]	Homo sapiens I	9	Rich medium
DEG20100629	ZFAND5	EMBL: ENSG00000107372	-	-	zinc finger, AN1-type domain 5 [Source:HGNC Symbol;Acc:13008]	Homo sapiens I	9	Rich medium
DEG20100630	GATA3	EMBL: ENSG00000107485	-	-	GATA binding protein 3 [Source:HGNC Symbol;Acc:4172]	Homo sapiens I	10	Rich medium
DEG20100631	CXCL12	EMBL: ENSG00000107562	-	-	chemokine (C-X-C motif) ligand 12 [Source:HGNC Symbol;Acc:10672]	Homo sapiens I	10	Rich medium
DEG20100632	CUBN	EMBL: ENSG00000107611	-	-	cubilin (intrinsic factor-cobalamin receptor) [Source:HGNC Symbol;Acc:2548]	Homo sapiens I	10	Rich medium
DEG20100633	ATE1	EMBL: ENSG00000107669	-	-	arginyltransferase 1 [Source:HGNC Symbol;Acc:782]	Homo sapiens I	10	Rich medium
DEG20100634	PLEKHA1	EMBL: ENSG00000107679	-	-	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1 [Source:HGNC Symbol;Acc:14335]	Homo sapiens I	10	Rich medium
DEG20100635	UNC5B	EMBL: ENSG00000107731	-	-	unc-5 homolog B (C. elegans) [Source:HGNC Symbol;Acc:12568]	Homo sapiens I	10	Rich medium
DEG20100636	BMPR1A	EMBL: ENSG00000107779	-	-	bone morphogenetic protein receptor, type IA [Source:HGNC Symbol;Acc:1076]	Homo sapiens I	10	Rich medium
DEG20100637	FGF8	EMBL: ENSG00000107831	-	-	fibroblast growth factor 8 (androgen-induced) [Source:HGNC Symbol;Acc:3686]	Homo sapiens I	10	Rich medium
DEG20100638	TNKS2	EMBL: ENSG00000107854	-	-	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2 [Source:HGNC Symbol;Acc:15677]	Homo sapiens I	10	Rich medium
DEG20100639	SUFU	EMBL: ENSG00000107882	-	-	suppressor of fused homolog (Drosophila) [Source:HGNC Symbol;Acc:16466]	Homo sapiens I	10	Rich medium
DEG20100640	MAP3K8	EMBL: ENSG00000107968	-	-	mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:6860]	Homo sapiens I	10	Rich medium
DEG20100641	DKK1	EMBL: ENSG00000107984	-	-	dickkopf 1 homolog (Xenopus laevis) [Source:HGNC Symbol;Acc:2891]	Homo sapiens I	10	Rich medium
DEG20100642	EBF3	EMBL: ENSG00000108001	-	-	early B-cell factor 3 [Source:HGNC Symbol;Acc:19087]	Homo sapiens I	10	Rich medium
DEG20100643	GLRX3	EMBL: ENSG00000108010	-	-	glutaredoxin 3 [Source:HGNC Symbol;Acc:15987]	Homo sapiens I	10	Rich medium
DEG20100644	SHOC2	EMBL: ENSG00000108061	-	-	soc-2 suppressor of clear homolog (C. elegans) [Source:HGNC Symbol;Acc:15454]	Homo sapiens I	10	Rich medium
DEG20100645	TFAM	EMBL: ENSG00000108064	-	-	transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:11741]	Homo sapiens I	10	Rich medium
DEG20100646	ZMIZ1	EMBL: ENSG00000108175	-	-	zinc finger, MIZ-type containing 1 [Source:HGNC Symbol;Acc:16493]	Homo sapiens I	10	Rich medium
DEG20100647	GIT1	EMBL: ENSG00000108262	-	-	G protein-coupled receptor kinase interacting ArfGAP 1 [Source:HGNC Symbol;Acc:4272]	Homo sapiens I	17	Rich medium
DEG20100648	AATF	EMBL: ENSG00000108270	-	-	apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:19235]	Homo sapiens I	17	Rich medium
DEG20100649	FBXL20	EMBL: ENSG00000108306	-	-	F-box and leucine-rich repeat protein 20 [Source:HGNC Symbol;Acc:24679]	Homo sapiens I	17	Rich medium
DEG20100650	WNT3	EMBL: ENSG00000108379	-	-	wingless-type MMTV integration site family, member 3 [Source:HGNC Symbol;Acc:12782]	Homo sapiens I	17	Rich medium
DEG20100651	ASPA	EMBL: ENSG00000108381	-	-	aspartoacylase [Source:HGNC Symbol;Acc:756]	Homo sapiens I	17	Rich medium
DEG20100652	RAD51C	EMBL: ENSG00000108384	-	-	RAD51 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:9820]	Homo sapiens I	17	Rich medium
DEG20100653	KPNB1	EMBL: ENSG00000108424	-	-	karyopherin (importin) beta 1 [Source:HGNC Symbol;Acc:6400]	Homo sapiens I	17	Rich medium
DEG20100654	PFN1	EMBL: ENSG00000108518	-	-	profilin 1 [Source:HGNC Symbol;Acc:8881]	Homo sapiens I	17	Rich medium
DEG20100655	RAI1	EMBL: ENSG00000108557	-	-	retinoic acid induced 1 [Source:HGNC Symbol;Acc:9834]	Homo sapiens I	17	Rich medium
DEG20100656	SLC6A4	EMBL: ENSG00000108576	-	-	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4 [Source:HGNC Symbol;Acc:11050]	Homo sapiens I	17	Rich medium
DEG20100657	BLMH	EMBL: ENSG00000108578	-	-	bleomycin hydrolase [Source:HGNC Symbol;Acc:1059]	Homo sapiens I	17	Rich medium
DEG20100658	CCDC47	EMBL: ENSG00000108588	-	-	coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:24856]	Homo sapiens I	17	Rich medium
DEG20100659	MED31	EMBL: ENSG00000108590	-	-	mediator complex subunit 31 [Source:HGNC Symbol;Acc:24260]	Homo sapiens I	17	Rich medium
DEG20100660	DDX5	EMBL: ENSG00000108654	-	-	DEAD (Asp-Glu-Ala-Asp) box helicase 5 [Source:HGNC Symbol;Acc:2746]	Homo sapiens I	17	Rich medium
DEG20100661	HNF1B	EMBL: ENSG00000108753	-	-	HNF1 homeobox B [Source:HGNC Symbol;Acc:11630]	Homo sapiens I	17	Rich medium
DEG20100662	DHX58	EMBL: ENSG00000108771	-	-	DEXH (Asp-Glu-X-His) box polypeptide 58 [Source:HGNC Symbol;Acc:29517]	Homo sapiens I	17	Rich medium
DEG20100663	KAT2A	EMBL: ENSG00000108773	-	-	K(lysine) acetyltransferase 2A [Source:HGNC Symbol;Acc:4201]	Homo sapiens I	17	Rich medium
DEG20100664	CNTNAP1	EMBL: ENSG00000108797	-	-	contactin associated protein 1 [Source:HGNC Symbol;Acc:8011]	Homo sapiens I	17	Rich medium
DEG20100665	COL1A1	EMBL: ENSG00000108821	-	-	collagen, type I, alpha 1 [Source:HGNC Symbol;Acc:2197]	Homo sapiens I	17	Rich medium
DEG20100666	PRKAR1A	EMBL: ENSG00000108946	-	-	protein kinase, cAMP-dependent, regulatory, type I, alpha [Source:HGNC Symbol;Acc:9388]	Homo sapiens I	17	Rich medium
DEG20100667	YWHAE	EMBL: ENSG00000108953	-	-	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide [Source:HGNC Symbol;Acc:12851]	Homo sapiens I	17	Rich medium
DEG20100668	DPH1	EMBL: ENSG00000108963	-	-	DPH1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:3003]	Homo sapiens I	17	Rich medium
DEG20100669	SLC9A3R1	EMBL: ENSG00000109062	-	-	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1 [Source:HGNC Symbol;Acc:11075]	Homo sapiens I	17	Rich medium
DEG20100670	IFT20	EMBL: ENSG00000109083	-	-	intraflagellar transport 20 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:30989]	Homo sapiens I	17	Rich medium
DEG20100671	PMP22	EMBL: ENSG00000109099	-	-	peripheral myelin protein 22 [Source:HGNC Symbol;Acc:9118]	Homo sapiens I	17	Rich medium
DEG20100672	FOXN1	EMBL: ENSG00000109101	-	-	forkhead box N1 [Source:HGNC Symbol;Acc:12765]	Homo sapiens I	17	Rich medium
DEG20100673	PHOX2B	EMBL: ENSG00000109132	-	-	paired-like homeobox 2b [Source:HGNC Symbol;Acc:9143]	Homo sapiens I	4	Rich medium
DEG20100674	NFKB1	EMBL: ENSG00000109320	-	-	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 [Source:HGNC Symbol;Acc:7794]	Homo sapiens I	4	Rich medium
DEG20100675	GAB1	EMBL: ENSG00000109458	-	-	GRB2-associated binding protein 1 [Source:HGNC Symbol;Acc:4066]	Homo sapiens I	4	Rich medium
DEG20100676	WFS1	EMBL: ENSG00000109501	-	-	Wolfram syndrome 1 (wolframin) [Source:HGNC Symbol;Acc:12762]	Homo sapiens I	4	Rich medium
DEG20100677	CLCN3	EMBL: ENSG00000109572	-	-	chloride channel, voltage-sensitive 3 [Source:HGNC Symbol;Acc:2021]	Homo sapiens I	4	Rich medium
DEG20100678	SLC2A9	EMBL: ENSG00000109667	-	-	solute carrier family 2 (facilitated glucose transporter), member 9 [Source:HGNC Symbol;Acc:13446]	Homo sapiens I	4	Rich medium
DEG20100679	FBXW7	EMBL: ENSG00000109670	-	-	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:16712]	Homo sapiens I	4	Rich medium
DEG20100680	WHSC1	EMBL: ENSG00000109685	-	-	Wolf-Hirschhorn syndrome candidate 1 [Source:HGNC Symbol;Acc:12766]	Homo sapiens I	4	Rich medium
DEG20100681	NKX3-2	EMBL: ENSG00000109705	-	-	NK3 homeobox 2 [Source:HGNC Symbol;Acc:951]	Homo sapiens I	4	Rich medium
DEG20100682	GLRB	EMBL: ENSG00000109738	-	-	glycine receptor, beta [Source:HGNC Symbol;Acc:4329]	Homo sapiens I	4	Rich medium
DEG20100683	RAPGEF2	EMBL: ENSG00000109756	-	-	Rap guanine nucleotide exchange factor (GEF) 2 [Source:HGNC Symbol;Acc:16854]	Homo sapiens I	4	Rich medium
DEG20100684	KLF3	EMBL: ENSG00000109787	-	-	Kruppel-like factor 3 (basic) [Source:HGNC Symbol;Acc:16516]	Homo sapiens I	4	Rich medium
DEG20100685	UGDH	EMBL: ENSG00000109814	-	-	UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:12525]	Homo sapiens I	4	Rich medium
DEG20100686	PPARGC1A	EMBL: ENSG00000109819	-	-	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha [Source:HGNC Symbol;Acc:9237]	Homo sapiens I	4	Rich medium
DEG20100687	DBX1	EMBL: ENSG00000109851	-	-	developing brain homeobox 1 [Source:HGNC Symbol;Acc:33185]	Homo sapiens I	11	Rich medium
DEG20100688	ZNF259	EMBL: ENSG00000109917	-	-	zinc finger protein 259 [Source:HGNC Symbol;Acc:13051]	Homo sapiens I	11	Rich medium
DEG20100689	SC5D	EMBL: ENSG00000109929	-	-	sterol-C5-desaturase [Source:HGNC Symbol;Acc:10547]	Homo sapiens I	11	Rich medium
DEG20100690	EHD1	EMBL: ENSG00000110047	-	-	EH-domain containing 1 [Source:HGNC Symbol;Acc:3242]	Homo sapiens I	11	Rich medium
DEG20100691	SUV420H1	EMBL: ENSG00000110066	-	-	suppressor of variegation 4-20 homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:24283]	Homo sapiens I	11	Rich medium
DEG20100692	NRXN2	EMBL: ENSG00000110076	-	-	neurexin 2 [Source:HGNC Symbol;Acc:8009]	Homo sapiens I	11	Rich medium
DEG20100693	CPT1A	EMBL: ENSG00000110090	-	-	carnitine palmitoyltransferase 1A (liver) [Source:HGNC Symbol;Acc:2328]	Homo sapiens I	11	Rich medium
DEG20100694	CCND1	EMBL: ENSG00000110092	-	-	cyclin D1 [Source:HGNC Symbol;Acc:1582]	Homo sapiens I	11	Rich medium
DEG20100695	CCDC86	EMBL: ENSG00000110104	-	-	coiled-coil domain containing 86 [Source:HGNC Symbol;Acc:28359]	Homo sapiens I	11	Rich medium
DEG20100696	PRPF19	EMBL: ENSG00000110107	-	-	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:17896]	Homo sapiens I	11	Rich medium
DEG20100697	CHORDC1	EMBL: ENSG00000110172	-	-	cysteine and histidine-rich domain (CHORD) containing 1 [Source:HGNC Symbol;Acc:14525]	Homo sapiens I	11	Rich medium
DEG20100698	FOLR1	EMBL: ENSG00000110195	-	-	folate receptor 1 (adult) [Source:HGNC Symbol;Acc:3791]	Homo sapiens I	11	Rich medium
DEG20100699	EIF4G2	EMBL: ENSG00000110321	-	-	eukaryotic translation initiation factor 4 gamma, 2 [Source:HGNC Symbol;Acc:3297]	Homo sapiens I	11	Rich medium
DEG20100700	UPK2	EMBL: ENSG00000110375	-	-	uroplakin 2 [Source:HGNC Symbol;Acc:12579]	Homo sapiens I	11	Rich medium
DEG20100701	CBL	EMBL: ENSG00000110395	-	-	Cbl proto-oncogene, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:1541]	Homo sapiens I	11	Rich medium
DEG20100702	SLC1A2	EMBL: ENSG00000110436	-	-	solute carrier family 1 (glial high affinity glutamate transporter), member 2 [Source:HGNC Symbol;Acc:10940]	Homo sapiens I	11	Rich medium
DEG20100703	AMBRA1	EMBL: ENSG00000110497	-	-	autophagy/beclin-1 regulator 1 [Source:HGNC Symbol;Acc:25990]	Homo sapiens I	11	Rich medium
DEG20100704	MADD	EMBL: ENSG00000110514	-	-	MAP-kinase activating death domain [Source:HGNC Symbol;Acc:6766]	Homo sapiens I	11	Rich medium
DEG20100705	PTPMT1	EMBL: ENSG00000110536	-	-	protein tyrosine phosphatase, mitochondrial 1 [Source:HGNC Symbol;Acc:26965]	Homo sapiens I	11	Rich medium
DEG20100706	SOX6	EMBL: ENSG00000110693	-	-	SRY (sex determining region Y)-box 6 [Source:HGNC Symbol;Acc:16421]	Homo sapiens I	11	Rich medium
DEG20100707	AIP	EMBL: ENSG00000110711	-	-	aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:358]	Homo sapiens I	11	Rich medium
DEG20100708	NUP98	EMBL: ENSG00000110713	-	-	nucleoporin 98kDa [Source:HGNC Symbol;Acc:8068]	Homo sapiens I	11	Rich medium
DEG20100709	TCIRG1	EMBL: ENSG00000110719	-	-	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3 [Source:HGNC Symbol;Acc:11647]	Homo sapiens I	11	Rich medium
DEG20100710	CHKA	EMBL: ENSG00000110721	-	-	choline kinase alpha [Source:HGNC Symbol;Acc:1937]	Homo sapiens I	11	Rich medium
DEG20100711	SLC11A2	EMBL: ENSG00000110911	-	-	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2 [Source:HGNC Symbol;Acc:10908]	Homo sapiens I	12	Rich medium
DEG20100712	PTGES3	EMBL: ENSG00000110958	-	-	prostaglandin E synthase 3 (cytosolic) [Source:HGNC Symbol;Acc:16049]	Homo sapiens I	12	Rich medium
DEG20100713	MYF6	EMBL: ENSG00000111046	-	-	myogenic factor 6 (herculin) [Source:HGNC Symbol;Acc:7566]	Homo sapiens I	12	Rich medium
DEG20100714	MYF5	EMBL: ENSG00000111049	-	-	myogenic factor 5 [Source:HGNC Symbol;Acc:7565]	Homo sapiens I	12	Rich medium
DEG20100715	METAP2	EMBL: ENSG00000111142	-	-	methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:16672]	Homo sapiens I	12	Rich medium
DEG20100716	ELK3	EMBL: ENSG00000111145	-	-	ELK3, ETS-domain protein (SRF accessory protein 2) [Source:HGNC Symbol;Acc:3325]	Homo sapiens I	12	Rich medium
DEG20100717	FOXM1	EMBL: ENSG00000111206	-	-	forkhead box M1 [Source:HGNC Symbol;Acc:3818]	Homo sapiens I	12	Rich medium
DEG20100718	ARPC3	EMBL: ENSG00000111229	-	-	actin related protein 2/3 complex, subunit 3, 21kDa [Source:HGNC Symbol;Acc:706]	Homo sapiens I	12	Rich medium
DEG20100719	MYL2	EMBL: ENSG00000111245	-	-	myosin, light chain 2, regulatory, cardiac, slow [Source:HGNC Symbol;Acc:7583]	Homo sapiens I	12	Rich medium
DEG20100720	CUX2	EMBL: ENSG00000111249	-	-	cut-like homeobox 2 [Source:HGNC Symbol;Acc:19347]	Homo sapiens I	12	Rich medium
DEG20100721	KCNA1	EMBL: ENSG00000111262	-	-	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia) [Source:HGNC Symbol;Acc:6218]	Homo sapiens I	12	Rich medium
DEG20100722	SCNN1A	EMBL: ENSG00000111319	-	-	sodium channel, non-voltage-gated 1 alpha subunit [Source:HGNC Symbol;Acc:10599]	Homo sapiens I	12	Rich medium
DEG20100723	CDK2AP1	EMBL: ENSG00000111328	-	-	cyclin-dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:14002]	Homo sapiens I	12	Rich medium
DEG20100724	TIMELESS	EMBL: ENSG00000111602	-	-	timeless circadian clock [Source:HGNC Symbol;Acc:11813]	Homo sapiens I	12	Rich medium
DEG20100725	GAPDH	EMBL: ENSG00000111640	-	-	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:4141]	Homo sapiens I	12	Rich medium
DEG20100726	USP5	EMBL: ENSG00000111667	-	-	ubiquitin specific peptidase 5 (isopeptidase T) [Source:HGNC Symbol;Acc:12628]	Homo sapiens I	12	Rich medium
DEG20100727	TPI1	EMBL: ENSG00000111669	-	-	triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:12009]	Homo sapiens I	12	Rich medium
DEG20100728	ATN1	EMBL: ENSG00000111676	-	-	atrophin 1 [Source:HGNC Symbol;Acc:3033]	Homo sapiens I	12	Rich medium
DEG20100729	PTPN6	EMBL: ENSG00000111679	-	-	protein tyrosine phosphatase, non-receptor type 6 [Source:HGNC Symbol;Acc:9658]	Homo sapiens I	12	Rich medium
DEG20100730	NANOG	EMBL: ENSG00000111704	-	-	Nanog homeobox [Source:HGNC Symbol;Acc:20857]	Homo sapiens I	12	Rich medium
DEG20100731	SUDS3	EMBL: ENSG00000111707	-	-	suppressor of defective silencing 3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29545]	Homo sapiens I	12	Rich medium
DEG20100732	PRKAB1	EMBL: ENSG00000111725	-	-	protein kinase, AMP-activated, beta 1 non-catalytic subunit [Source:HGNC Symbol;Acc:9378]	Homo sapiens I	12	Rich medium
DEG20100733	PHC1	EMBL: ENSG00000111752	-	-	polyhomeotic homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:3182]	Homo sapiens I	12	Rich medium
DEG20100734	RFX4	EMBL: ENSG00000111783	-	-	regulatory factor X, 4 (influences HLA class II expression) [Source:HGNC Symbol;Acc:9985]	Homo sapiens I	12	Rich medium
DEG20100735	COL12A1	EMBL: ENSG00000111799	-	-	collagen, type XII, alpha 1 [Source:HGNC Symbol;Acc:2188]	Homo sapiens I	6	Rich medium
DEG20100736	ASF1A	EMBL: ENSG00000111875	-	-	ASF1 anti-silencing function 1 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:20995]	Homo sapiens I	6	Rich medium
DEG20100737	MCM9	EMBL: ENSG00000111877	-	-	minichromosome maintenance complex component 9 [Source:HGNC Symbol;Acc:21484]	Homo sapiens I	6	Rich medium
DEG20100738	FBXO5	EMBL: ENSG00000112029	-	-	F-box protein 5 [Source:HGNC Symbol;Acc:13584]	Homo sapiens I	6	Rich medium
DEG20100739	PPARD	EMBL: ENSG00000112033	-	-	peroxisome proliferator-activated receptor delta [Source:HGNC Symbol;Acc:9235]	Homo sapiens I	6	Rich medium
DEG20100740	MAPK14	EMBL: ENSG00000112062	-	-	mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:6876]	Homo sapiens I	6	Rich medium
DEG20100741	SRSF3	EMBL: ENSG00000112081	-	-	serine/arginine-rich splicing factor 3 [Source:HGNC Symbol;Acc:10785]	Homo sapiens I	6	Rich medium
DEG20100742	SOD2	EMBL: ENSG00000112096	-	-	superoxide dismutase 2, mitochondrial [Source:HGNC Symbol;Acc:11180]	Homo sapiens I	6	Rich medium
DEG20100743	MCM3	EMBL: ENSG00000112118	-	-	minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:6945]	Homo sapiens I	6	Rich medium
DEG20100744	BMP5	EMBL: ENSG00000112175	-	-	bone morphogenetic protein 5 [Source:HGNC Symbol;Acc:1072]	Homo sapiens I	6	Rich medium
DEG20100745	RAB23	EMBL: ENSG00000112210	-	-	RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:14263]	Homo sapiens I	6	Rich medium
DEG20100746	E2F3	EMBL: ENSG00000112242	-	-	E2F transcription factor 3 [Source:HGNC Symbol;Acc:3115]	Homo sapiens I	6	Rich medium
DEG20100747	SIM1	EMBL: ENSG00000112246	-	-	single-minded homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:10882]	Homo sapiens I	6	Rich medium
DEG20100748	WASF1	EMBL: ENSG00000112290	-	-	WAS protein family, member 1 [Source:HGNC Symbol;Acc:12732]	Homo sapiens I	6	Rich medium
DEG20100749	ALDH5A1	EMBL: ENSG00000112294	-	-	aldehyde dehydrogenase 5 family, member A1 [Source:HGNC Symbol;Acc:408]	Homo sapiens I	6	Rich medium
DEG20100750	GMNN	EMBL: ENSG00000112312	-	-	geminin, DNA replication inhibitor [Source:HGNC Symbol;Acc:17493]	Homo sapiens I	6	Rich medium
DEG20100751	EYA4	EMBL: ENSG00000112319	-	-	eyes absent homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:3522]	Homo sapiens I	6	Rich medium
DEG20100752	PEX7	EMBL: ENSG00000112357	-	-	peroxisomal biogenesis factor 7 [Source:HGNC Symbol;Acc:8860]	Homo sapiens I	6	Rich medium
DEG20100753	PERP	EMBL: ENSG00000112378	-	-	PERP, TP53 apoptosis effector [Source:HGNC Symbol;Acc:17637]	Homo sapiens I	6	Rich medium
DEG20100754	GPR126	EMBL: ENSG00000112414	-	-	G protein-coupled receptor 126 [Source:HGNC Symbol;Acc:13841]	Homo sapiens I	6	Rich medium
DEG20100755	QKI	EMBL: ENSG00000112531	-	-	QKI, KH domain containing, RNA binding [Source:HGNC Symbol;Acc:21100]	Homo sapiens I	6	Rich medium
DEG20100756	MDFI	EMBL: ENSG00000112559	-	-	MyoD family inhibitor [Source:HGNC Symbol;Acc:6967]	Homo sapiens I	6	Rich medium
DEG20100757	TFEB	EMBL: ENSG00000112561	-	-	transcription factor EB [Source:HGNC Symbol;Acc:11753]	Homo sapiens I	6	Rich medium
DEG20100758	BYSL	EMBL: ENSG00000112578	-	-	bystin-like [Source:HGNC Symbol;Acc:1157]	Homo sapiens I	6	Rich medium
DEG20100759	TBP	EMBL: ENSG00000112592	-	-	TATA box binding protein [Source:HGNC Symbol;Acc:11588]	Homo sapiens I	6	Rich medium
DEG20100760	PPP2R5D	EMBL: ENSG00000112640	-	-	protein phosphatase 2, regulatory subunit B', delta [Source:HGNC Symbol;Acc:9312]	Homo sapiens I	6	Rich medium
DEG20100761	PTK7	EMBL: ENSG00000112655	-	-	protein tyrosine kinase 7 [Source:HGNC Symbol;Acc:9618]	Homo sapiens I	6	Rich medium
DEG20100762	SRF	EMBL: ENSG00000112658	-	-	serum response factor (c-fos serum response element-binding transcription factor) [Source:HGNC Symbol;Acc:11291]	Homo sapiens I	6	Rich medium
DEG20100763	VEGFA	EMBL: ENSG00000112715	-	-	vascular endothelial growth factor A [Source:HGNC Symbol;Acc:12680]	Homo sapiens I	6	Rich medium
DEG20100764	LAMA4	EMBL: ENSG00000112769	-	-	laminin, alpha 4 [Source:HGNC Symbol;Acc:6484]	Homo sapiens I	6	Rich medium
DEG20100765	TBX18	EMBL: ENSG00000112837	-	-	T-box 18 [Source:HGNC Symbol;Acc:11595]	Homo sapiens I	6	Rich medium
DEG20100766	SEMA5A	EMBL: ENSG00000112902	-	-	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [Source:HGNC Symbol;Acc:10736]	Homo sapiens I	5	Rich medium
DEG20100767	GHR	EMBL: ENSG00000112964	-	-	growth hormone receptor [Source:HGNC Symbol;Acc:4263]	Homo sapiens I	5	Rich medium
DEG20100768	HBEGF	EMBL: ENSG00000113070	-	-	heparin-binding EGF-like growth factor [Source:HGNC Symbol;Acc:3059]	Homo sapiens I	5	Rich medium
DEG20100769	LOX	EMBL: ENSG00000113083	-	-	lysyl oxidase [Source:HGNC Symbol;Acc:6664]	Homo sapiens I	5	Rich medium
DEG20100770	HMGCR	EMBL: ENSG00000113161	-	-	3-hydroxy-3-methylglutaryl-CoA reductase [Source:HGNC Symbol;Acc:5006]	Homo sapiens I	5	Rich medium
DEG20100771	COL4A3BP	EMBL: ENSG00000113163	-	-	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein [Source:HGNC Symbol;Acc:2205]	Homo sapiens I	5	Rich medium
