UniProtKB	DIP	Entry.name	Protein.names	Gene.names	Length	Gene.names.ORF	Gene.names.ordered.locus	Gene.names.synonym	Gene.names.primary	Cross.ref.RefSeq	Cross.ref.EnsembleFungi	Cross.ref.GeneID	Cross.ref.CYGD	Cross.ref.SGD	Probe.Set.IDs
P40464	DIP-5662N	FLX1_YEAST	Mitochondrial FAD carrier protein FLX1	FLX1 YIL134W	311	---	YIL134W	---	FLX1	NP_012132.3;	YIL134W;	854672;	YIL134w;	S000001396;	4222_at
P40451	DIP-5665N	AIM20_YEAST	Altered inheritance of mitochondria protein 20	AIM20 YIL158W	204	---	YIL158W	---	AIM20	NP_012108.3;	YIL158W;	854648;	YIL158w;	S000001420;	4243_at
P40572	DIP-5666N	YIT6_YEAST	Uncharacterized protein YIR016W	YIR016W	265	---	YIR016W	---	---	NP_012281.1;	YIR016W;	854833;	YIR016w;	S000001455;	4097_at
P53894	DIP-5656N	CBK1_YEAST	Serine/threonine-protein kinase CBK1 (EC 2.7.11.1) (Cell wall biosynthesis kinase)	CBK1 YNL161W N1727	756	N1727	YNL161W	---	CBK1	NP_014238.3;	YNL161W;	855561;	YNL161w;	S000005105;	9007_at
P15367	DIP-5667N	SEC11_YEAST	Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89) (Secretory protein 11) (Signal peptidase I)	SEC11 YIR022W	167	---	YIR022W	---	SEC11	NP_012288.1;	YIR022W;	854840;	YIR022w;	S000001461;	4058_at
P47077	DIP-5668N	NOP9_YEAST	Nucleolar protein 9 (Pumilio domain-containing protein NOP9)	NOP9 YJL010C J1357	666	J1357	YJL010C	---	NOP9	NP_012524.3;	YJL010C;	853445;	YJL010c;	S000003547;	11011_at
P38242	DIP-5670N	ALG14_YEAST	UDP-N-acetylglucosamine transferase subunit ALG14 (Asparagine-linked glycosylation protein 14)	ALG14 YBR070C YBR0711	237	YBR0711	YBR070C	---	ALG14	NP_009626.1;	YBR070C;	852362;	YBR070c;	S000000274;	7293_at
P38741	DIP-5673N	RIM4_YEAST	Meiotic activator RIM4 (Regulator of IME2 protein 4)	RIM4 YHL024W	713	---	YHL024W	---	RIM4	NP_011839.1;	YHL024W;	856361;	YHL024w;	S000001016;	4584_at
P22353	DIP-5672N	RM08_YEAST	54S ribosomal protein L8, mitochondrial (YmL8)	MRPL8 YJL063C HRD238 J1125	238	HRD238 J1125	YJL063C	---	MRPL8	NP_012472.1;	YJL063C;	853382;	---	S000003599;	11094_at
P38168	DIP-5675N	YBK0_YEAST	Putative uncharacterized protein YBL100C	YBL100C YBL0826	104	YBL0826	YBL100C	---	---	---	YBL100C;	---	---	S000000196;	7486_at
P11986	DIP-5687N	INO1_YEAST	Inositol-3-phosphate synthase (MIP synthase) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (IPS) (MI-1-P synthase)	INO1 YJL153C J0610	533	J0610	YJL153C	---	INO1	NP_012382.2;	YJL153C;	853288;	YJL153c;	S000003689;	11185_at
Q06390	DIP-5677N	MRB1_YEAST	Methylated RNA-binding protein 1 (PHOsphate metabolism protein 92) (YTH domain-containing protein PHO92)	PHO92 MRB1 YDR374C	306	---	YDR374C	MRB1	PHO92	NP_010662.3;	YDR374C;	851980;	YDR374c;	S000002782;	6116_at
Q04398	DIP-5678N	SPG3_YEAST	Stationary phase protein 3	SPG3 YDR504C D9719.10	127	D9719.10	YDR504C	---	SPG3	NP_010792.1;	YDR504C;	852115;	YDR504c;	S000002912;	5973_at
P40360	DIP-5679N	NAGS_YEAST	Amino-acid acetyltransferase, mitochondrial (EC 2.3.1.1) (Arginine-requiring protein 2) (Glutamate N-acetyltransferase) (N-acetylglutamate synthase) (AGS) (NAGS)	ARG2 YJL071W HRB574 J1091	574	HRB574 J1091	YJL071W	---	ARG2	NP_012464.1;	YJL071W;	853374;	YJL071w;	S000003607;	11086_at
P47036	DIP-5680N	APQ13_YEAST	Putative uncharacterized protein APQ13	APQ13 YJL075C J1044	138	J1044	YJL075C	---	APQ13	---	YJL075C;	---	---	S000003611;	11082_at
P40569	DIP-5683N	GAT4_YEAST	Protein GAT4	GAT4 YIR013C	121	---	YIR013C	---	GAT4	NP_012278.3;	YIR013C;	854830;	YIR013c;	S000001452;	4094_at
P47013	DIP-5685N	DS1P1_YEAST	Dihydrosphingosine 1-phosphate phosphatase LCB3 (EC 3.1.3.-) (Long-chain base protein 3) (Sphingolipid resistance protein 2)	LCB3 LBP1 YSR2 YJL134W J0671	409	J0671	YJL134W	LBP1 YSR2	LCB3	NP_012401.1;	YJL134W;	853307;	YJL134w;	S000003670;	11161_at
P39516	DIP-5688N	RS14B_YEAST	40S ribosomal protein S14-B (RP59B)	RPS14B CRY2 YJL191W J0354	138	J0354	YJL191W	CRY2	RPS14B	NP_012344.1;	YJL191W;	853248;	---	S000003727;	11235_at
P35995	DIP-5690N	YKW2_YEAST	Uncharacterized transcriptional regulatory protein YKL222C	YKL222C	705	---	YKL222C	---	---	NP_012700.1;	YKL222C;	853658;	YKL222c;	S000001705;	10790_at
P40897	DIP-5691N	OPT1_YEAST	Oligopeptide transporter 1 (High affinity glutathione transporter 1)	OPT1 GSH11 HGT1 YJL212C HRD799 J0236	799	HRD799 J0236	YJL212C	GSH11 HGT1	OPT1	NP_012323.1;	YJL212C;	853218;	YJL212c;	S000003748;	11260_at
Q06630	DIP-5727N	MHR1_YEAST	Mitochondrial homologous recombination protein 1 (Cross-linked transcription component 1)	MHR1 XTC1 YDR296W	226	---	YDR296W	XTC1	MHR1	NP_010582.3;	YDR296W;	851890;	YDR296w;	S000002704;	6170_at
P27636	DIP-5728N	CDC15_YEAST	Cell division control protein 15 (EC 2.7.11.1)	CDC15 LYT1 YAR019C	974	---	YAR019C	LYT1	CDC15	NP_009411.2;	YAR019C;	851274;	---	S000000072;	11332_at
P25342	DIP-673N	CDC10_YEAST	Cell division control protein 10	CDC10 YCR002C YCR022 YCR2C	322	YCR022 YCR2C	YCR002C	---	CDC10	NP_009928.1;	YCR002C;	850358;	YCR002c;	S000000595;	6880_at
P47086	DIP-5694N	YJY1_YEAST	Uncharacterized protein YJR011C	YJR011C J1438 YJR83.26	261	J1438 YJR83.26	YJR011C	---	---	NP_012545.1;	YJR011C;	853468;	YJR011c;	S000003772;	10988_at
P47101	DIP-5695N	YJ00_YEAST	UPF0508 protein YJR030C	YJR030C J1575L	745	J1575L	YJR030C	---	---	NP_012564.3;	YJR030C;	853487;	YJR030c;	S000003791;	11004_at
P53181	DIP-5696N	YGE2_YEAST	Putative uncharacterized protein YGL042C	YGL042C	101	---	YGL042C	---	---	---	YGL042C;	---	---	S000003010;	5065_at
Q08932	DIP-5698N	RSA1_YEAST	Ribosome assembly 1 protein	RSA1 YPL193W	381	---	YPL193W	---	RSA1	NP_015131.1;	YPL193W;	855908;	YPL193w;	S000006114;	7967_at
P39725	DIP-5699N	YAE5_YEAST	Putative uncharacterized protein YAL045C	YAL045C	102	---	YAL045C	---	---	---	YAL045C;	---	---	S000000043;	11363_at
P39557	DIP-5700N	YAL7_YEAST	Putative uncharacterized membrane protein YAR047C	YAR047C	106	---	YAR047C	---	---	---	YAR047C;	---	YAR047c;	S000000083;	11300_at
P38300	DIP-5701N	MBA1_YEAST	Protein MBA1, mitochondrial	MBA1 YBR185C YBR1307	278	YBR1307	YBR185C	---	MBA1	NP_009744.3;	YBR185C;	852483;	YBR185c;	S000000389;	7186_at
P07253	DIP-5707N	CBP6_YEAST	Cytochrome B pre-mRNA-processing protein 6	CBP6 YBR120C YBR0916	162	YBR0916	YBR120C	---	CBP6	NP_009678.3;	YBR120C;	852417;	YBR120c;	S000000324;	7256_at
Q12378	DIP-5708N	RTR2_YEAST	RNA polymerase II subunit B1 CTD phosphatase RTR2 (EC 3.1.3.16) (RNA polymerase II-associated protein 2 homolog RTR2) (Regulator of transcription 2)	RTR2 YDR066C D4261	196	D4261	YDR066C	---	RTR2	NP_010351.1;	YDR066C;	851638;	YDR066c;	S000002473;	6435_at
O13532	DIP-5710N	YL217_YEAST	Putative uncharacterized protein YLR217W	YLR217W L8167.25	107	L8167.25	YLR217W	---	---	---	YLR217W;	---	---	S000004207;	10109_at
P53951	DIP-5711N	COG5_YEAST	Conserved oligomeric Golgi complex subunit 5 (COG complex subunit 5) (Complexed with DOR1 protein 4) (Component of oligomeric Golgi complex 5)	COG5 COD4 YNL051W N2476 YNL2476W	403	N2476 YNL2476W	YNL051W	COD4	COG5	NP_014347.1;	YNL051W;	855676;	YNL051w;	S000004996;	8891_at
P21657	DIP-5733N	DAL81_YEAST	Transcriptional activator protein DAL81 (Regulatory protein UGA35)	DAL81 DURL UGA35 YIR023W	970	---	YIR023W	DURL UGA35	DAL81	NP_012289.3;	YIR023W;	854841;	YIR023w;	S000001462;	4059_at
P17505	DIP-5734N	MDHM_YEAST	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	MDH1 YKL085W	334	---	YKL085W	---	MDH1	NP_012838.1;	YKL085W;	853777;	YKL085w;	S000001568;	10654_at
P38631	DIP-5749N	FKS1_YEAST	1,3-beta-glucan synthase component FKS1 (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase) (Calcineurin dependent protein 1) (Calcofluor white hypersensitivity protein 53) (Echinocandin target gene protein 1) (FK506 sensitivity protein 1) (Glucan synthase of cerevisiae protein 1) (Papulacandin B resistance protein 1)	FKS1 CND1 CWH53 ETG1 GLS1 GSC1 PBR1 YLR342W L8300.6	1876	L8300.6	YLR342W	CND1 CWH53 ETG1 GLS1 GSC1 PBR1	FKS1	NP_013446.1;	YLR342W;	851055;	YLR342w;	S000004334;	9966_at
P06781	DIP-5750N	RHO2_YEAST	GTP-binding protein RHO2	RHO2 YNL090W N2237	192	N2237	YNL090W	---	RHO2	NP_014309.3;	YNL090W;	855634;	YNL090w;	S000005034;	8942_at
P00817	DIP-5753N	IPYR_YEAST	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	IPP1 PPA PPA1 YBR011C YBR0202	287	YBR0202	YBR011C	PPA PPA1	IPP1	NP_009565.1;	YBR011C;	852296;	---	S000000215;	7370_at
P32450	DIP-5756N	AUA1_YEAST	Ammonia regulation of amino acid uptake protein	AUA1 YFL010W-A YFL010BW	94	YFL010BW	YFL010W-A	---	AUA1	NP_116645.1;	YFL010W-A;	850537;	YFL010w-a;	S000001955;	5377_at
P53231	DIP-5758N	YG1X_YEAST	Uncharacterized protein YGR050C	YGR050C	118	---	YGR050C	---	---	NP_001257677.1;	YGR050C;	852941;	---	S000003282;	4976_at
P32492	DIP-5761N	MYO4_YEAST	Myosin-4 (SWI5-dependent HO expression protein 1)	MYO4 SHE1 YAL029C FUN22	1471	FUN22	YAL029C	SHE1	MYO4	NP_009373.1;	YAL029C;	851204;	YAL029c;	S000000027;	11338_at
Q12216	DIP-5775N	SIZ2_YEAST	E3 SUMO-protein ligase SIZ2 (EC 6.3.2.-) (SAP and Miz-finger domain-containing protein 2)	NFI1 SIZ2 YOR156C	726	---	YOR156C	SIZ2	NFI1	NP_014799.1;	YOR156C;	854327;	YOR156c;	S000005682;	8403_at
P50111	DIP-5774N	ZDS1_YEAST	Protein ZDS1 (Protein NRC1) (RT2GS1)	ZDS1 CES1 CKM1 HST1 NRC1 OSS1 STM2 YMR273C YM8156.15C	915	YM8156.15C	YMR273C	CES1 CKM1 HST1 NRC1 OSS1 STM2	ZDS1	NP_014000.1;	YMR273C;	855316;	YMR273c;	S000004886;	9367_at
P13045	DIP-5725N	GAL3_YEAST	Protein GAL3	GAL3 YDR009W YD8119.14	520	YD8119.14	YDR009W	---	GAL3	NP_010292.1;	YDR009W;	851572;	YDR009w;	S000002416;	6470_at
P53305	DIP-5606N	RT27_YEAST	Mitochondrial 37S ribosomal protein S27	RSM27 YGR215W	110	---	YGR215W	---	RSM27	NP_011731.3;	YGR215W;	853129;	YGR215w;	S000003447;	4781_at
Q12244	DIP-5612N	YL054_YEAST	Uncharacterized transcriptional regulatory protein YLL054C	YLL054C L0584	843	L0584	YLL054C	---	---	NP_013046.2;	YLL054C;	850672;	YLL054c;	S000003977;	10376_at
P41821	DIP-5621N	MID1_YEAST	Stretch-activated cation channel MID1 (Mating pheromone-induced death protein 2)	MID1 YNL291C N0530	548	N0530	YNL291C	---	MID1	NP_014108.1;	YNL291C;	855425;	YNL291c;	S000005235;	9148_at
P09938	DIP-5671N	RIR2_YEAST	Ribonucleoside-diphosphate reductase small chain 1 (EC 1.17.4.1) (Ribonucleotide reductase R2 subunit 1) (Ribonucleotide reductase small subunit 1)	RNR2 CRT6 YJL026W J1271	399	J1271	YJL026W	CRT6	RNR2	NP_012508.1;	YJL026W;	853427;	YJL026w;	S000003563;	11041_at
P52870	DIP-5681N	SC6B1_YEAST	Protein transport protein SBH1 (Sec61 complex subunit SBH1) (Sec61 complex subunit beta)	SBH1 SEB1 YER087C-B YER087BC	82	YER087BC	YER087C-B	SEB1	SBH1	NP_011011.3;	YER087C-B;	856821;	YER087c-b;	S000002128;	5616_at
P38138	DIP-5754N	GLU2A_YEAST	Glucosidase 2 subunit alpha (EC 3.2.1.84) (Alpha-glucosidase II subunit alpha) (Glucosidase II subunit alpha) (Reversal of TOR2 lethality protein 2)	ROT2 GLS2 YBR229C YBR1526	954	YBR1526	YBR229C	GLS2	ROT2	NP_009788.3;	YBR229C;	852530;	YBR229c;	S000000433;	7139_at
Q08548	DIP-5617N	ALE1_YEAST	Lysophospholipid acyltransferase (LPLAT) (EC 2.3.1.23) (EC 2.3.1.51) (1-acyl-sn-glycerol-3-phosphate acyltransferase) (AGPAT) (Lysophosphatidic acid acyltransferase) (LPAAT) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lysophosphatidylethanolamine acyltransferase) (LPEAT)	ALE1 LCA1 LPT1 SLC4 YOR175C O3635	619	O3635	YOR175C	LCA1 LPT1 SLC4	ALE1	NP_014818.1;	YOR175C;	854346;	YOR175c;	S000005701;	8377_at
Q08975	DIP-5635N	THI21_YEAST	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI21 (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	THI21 YPL258C	551	---	YPL258C	---	THI21	NP_015065.1;	YPL258C;	855870;	YPL258c;	S000006179;	8037_at
P40491	DIP-5652N	FMC1_YEAST	ATP synthase assembly factor FMC1, mitochondrial (Formation of mitochondrial complexes protein 1)	FMC1 YIL098C	155	---	YIL098C	---	FMC1	NP_012168.3;	YIL098C;	854709;	YIL098c;	S000001360;	4213_at
P20840	DIP-5692N	SAG1_YEAST	Alpha-agglutinin (AG-alpha-1)	SAG1 AGAL1 YJR004C J1418	650	J1418	YJR004C	AGAL1	SAG1	NP_012537.1;	YJR004C;	853460;	YJR004c;	S000003764;	11026_at
P47082	DIP-5709N	AVT1_YEAST	Vacuolar amino acid transporter 1	AVT1 YJR001W J1409 YJR83.4	602	J1409 YJR83.4	YJR001W	---	AVT1	NP_012534.1;	YJR001W;	853457;	YJR001w;	S000003761;	11023_at
Q04935	DIP-5755N	COX20_YEAST	Cytochrome c oxidase protein 20, mitochondrial	COX20 YDR231C YD9934.15c	205	YD9934.15c	YDR231C	---	COX20	NP_010517.1;	YDR231C;	851817;	YDR231c;	S000002639;	6242_at
P53221	DIP-5757N	RL26B_YEAST	60S ribosomal protein L26-B (L33) (YL33)	RPL26B RPL33B YGR034W	127	---	YGR034W	RPL33B	RPL26B	NP_011548.2;	YGR034W;	852922;	---	S000003266;	9968_s_at
Q07555	DIP-5703N	YD129_YEAST	Uncharacterized protein YDL129W	YDL129W	291	---	YDL129W	---	---	NP_010154.1;	YDL129W;	851428;	YDL129w;	S000002287;	6601_at
P38825	DIP-5618N	TOM71_YEAST	Protein TOM71 (71 kDa mitochondrial outer membrane protein)	TOM71 TOM72 YHR117W	639	---	YHR117W	TOM72	TOM71	NP_011985.1;	YHR117W;	856517;	YHR117w;	S000001159;	4410_at
P32904	DIP-5622N	RM06_YEAST	54S ribosomal protein L6, mitochondrial (YmL16)	MRPL6 YHR147C	214	---	YHR147C	---	MRPL6	NP_012017.1;	YHR147C;	856552;	YHR147c;	S000001190;	4397_at
P40524	DIP-5647N	YIF4_YEAST	Uncharacterized membrane protein YIL054W	YIL054W	105	---	YIL054W	---	---	NP_001257680.1;	YIL054W;	854757;	YIL054w;	S000001316;	4163_at
P38335	DIP-5655N	MTC4_YEAST	Maintenance of telomere capping protein 4	MTC4 YBR255W YBR1723	694	YBR1723	YBR255W	---	MTC4	NP_009814.3;	YBR255W;	852557;	YBR255w;	S000000459;	7120_at
P40454	DIP-5663N	PTPA1_YEAST	Serine/threonine-protein phosphatase 2A activator 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase PTPA-1) (PPIase PTPA-1) (Rotamase PTPA-1) (Phosphotyrosyl phosphatase activator 1)	RRD1 NCS1 YPA1 YIL153W	393	---	YIL153W	NCS1 YPA1	RRD1	NP_012113.1;	YIL153W;	854653;	YIL153w;	S000001415;	4248_at
P47015	DIP-5684N	AIM23_YEAST	Altered inheritance of mitochondria protein 23, mitochondrial	AIM23 YJL131C J0682	356	J0682	YJL131C	---	AIM23	NP_012404.1;	YJL131C;	853310;	YJL131c;	S000003667;	11164_at
Q03653	DIP-5686N	EFR3_YEAST	Protein EFR3	EFR3 YMR212C YM8261.06C	782	YM8261.06C	YMR212C	---	EFR3	NP_013939.1;	YMR212C;	855252;	YMR212c;	S000004825;	9394_at
P39532	DIP-5689N	YJU2_YEAST	Putative uncharacterized protein YJL202C	YJL202C J0323	115	J0323	YJL202C	---	---	---	YJL202C;	---	---	S000003738;	11224_at
P47085	DIP-5693N	YJX8_YEAST	MEMO1 family protein YJR008W	YJR008W J1431 YJR83.9	338	J1431 YJR83.9	YJR008W	---	---	NP_012541.1;	YJR008W;	853464;	YJR008w;	S000003768;	11030_at
P47102	DIP-5697N	GEA1_YEAST	ARF guanine-nucleotide exchange factor 1	GEA1 YJR031C J1580	1408	J1580	YJR031C	---	GEA1	NP_012565.1;	YJR031C;	853488;	YJR031c;	S000003792;	11005_at
P37298	DIP-5704N	DHSD_YEAST	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (Succinate-ubiquinone reductase membrane anchor subunit)	SDH4 ACN18 YDR178W YD9395.11	181	YD9395.11	YDR178W	ACN18	SDH4	NP_010463.1;	YDR178W;	851758;	YDR178w;	S000002585;	6279_at
Q03941	DIP-5705N	CAB5_YEAST	Dephospho-CoA kinase CAB5 (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	CAB5 YDR196C YD9346.07C	241	YD9346.07C	YDR196C	---	CAB5	NP_010482.3;	YDR196C;	851777;	YDR196c;	S000002604;	6298_at
P53032	DIP-5748N	SUT1_YEAST	Sterol uptake protein 1	SUT1 YGL162W G1828	299	G1828	YGL162W	---	SUT1	NP_011353.1;	YGL162W;	852714;	YGL162w;	S000003130;	5173_at
P12687	DIP-5620N	RM02_YEAST	54S ribosomal protein L2, mitochondrial (YMR6) (YmL2)	MRP7 MRPL2 YNL005C N2007	371	N2007	YNL005C	MRPL2	MRP7	NP_014393.1;	YNL005C;	855727;	YNL005c;	S000004950;	8890_at
Q02939	DIP-5783N	TFB2_YEAST	RNA polymerase II transcription factor B subunit 2 (General transcription and DNA repair factor IIH subunit TFB2) (TFIIH subunit TFB2) (RNA polymerase II transcription factor B 52 kDa subunit) (RNA polymerase II transcription factor B p52 subunit)	TFB2 YPL122C	513	---	YPL122C	---	TFB2	NP_015203.1;	YPL122C;	855981;	YPL122c;	S000006043;	7858_at
P24867	DIP-5803N	PCL1_YEAST	PHO85 cyclin-1 (Cyclin HCS26) (G1/S-specific cyclin PCL1)	PCL1 HCS26 YNL289W N0536	279	N0536	YNL289W	HCS26	PCL1	NP_014110.1;	YNL289W;	855427;	YNL289w;	S000005233;	9150_at
P25604	DIP-5827N	STP22_YEAST	Suppressor protein STP22 of temperature-sensitive alpha-factor receptor and arginine permease (ESCRT-I complex subunit VPS23) (Vacuolar protein sorting-associated protein 23)	STP22 VPS23 YCL008C YCL8C	385	YCL8C	YCL008C	VPS23	STP22	NP_009919.3;	YCL008C;	850349;	YCL008c;	S000000514;	6763_at;6764_g_at
P32597	DIP-5889N	STH1_YEAST	Nuclear protein STH1/NPS1 (EC 3.6.4.12) (ATP-dependent helicase STH1) (Chromatin structure-remodeling complex protein STH1) (SNF2 homolog)	STH1 NPS1 YIL126W	1359	---	YIL126W	NPS1	STH1	NP_012140.1;	YIL126W;	854680;	YIL126w;	S000001388;	4230_at
P39000	DIP-5778N	SHC1_YEAST	Protein SHC1 (Sporulation-specific homolog of CSD4)	SHC1 YER096W	512	---	YER096W	---	SHC1	NP_011022.1;	YER096W;	856832;	YER096w;	S000000898;	5627_at
Q02100	DIP-700N	SKO1_YEAST	CRE-binding bZIP protein SKO1	SKO1 ACR1 YNL167C N1702	647	N1702	YNL167C	ACR1	SKO1	NP_014232.1;	YNL167C;	855554;	YNL167c;	S000005111;	9046_at
Q08387	DIP-5801N	DNLI4_YEAST	DNA ligase 4 (EC 6.5.1.1) (DNA ligase II) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4)	DNL4 LIG4 YOR005C UND407 UNE452	944	UND407 UNE452	YOR005C	LIG4	DNL4	NP_014647.1;	YOR005C;	854166;	YOR005c;	S000005531;	8566_at
Q04675	DIP-5802N	SEN15_YEAST	tRNA-splicing endonuclease subunit SEN15 (Splicing endonuclease of 15 kDa) (tRNA-intron endonuclease SEN15)	SEN15 YMR059W YM9796.12	128	YM9796.12	YMR059W	---	SEN15	NP_013775.2;	YMR059W;	855081;	YMR059w;	S000004663;	9589_at
P38794	DIP-5804N	PCL5_YEAST	PHO85 cyclin-5 (G1/S-specific cyclin PCL5)	PCL5 YHR071W H8025.1	229	H8025.1	YHR071W	---	PCL5	NP_011938.1;	YHR071W;	856468;	YHR071w;	S000001113;	4452_at
P38915	DIP-5805N	SPT8_YEAST	Transcription factor SPT8	SPT8 YLR055C L2144	602	L2144	YLR055C	---	SPT8	NP_013156.1;	YLR055C;	850744;	YLR055c;	S000004045;	10264_at
O74700	DIP-5806N	TIM9_YEAST	Mitochondrial import inner membrane translocase subunit TIM9	TIM9 YEL020W-A YEL020BW	87	YEL020BW	YEL020W-A	---	TIM9	NP_010894.1;	YEL020W-A;	856693;	YEL020w-a;	S000007256;	5538_at
P38283	DIP-5807N	SLI15_YEAST	Inner centromere protein-related protein SLI15 (INCENP-related protein SLI15)	SLI15 YBR156C YBR1206	698	YBR1206	YBR156C	---	SLI15	NP_009714.3;	YBR156C;	852453;	YBR156c;	S000000360;	7202_at
P39704	DIP-5808N	ERP2_YEAST	Protein ERP2	ERP2 YAL007C FUN54	215	FUN54	YAL007C	---	ERP2	NP_009395.1;	YAL007C;	851226;	YAL007c;	S000000005;	11314_at
P40987	DIP-5809N	CIN1_YEAST	Chromosome instability protein 1	CIN1 YOR349W O6350	1014	O6350	YOR349W	---	CIN1	NP_014994.3;	YOR349W;	854531;	YOR349w;	S000005876;	8193_at
P00175	DIP-5810N	CYB2_YEAST	Cytochrome b2, mitochondrial (EC 1.1.2.3) (L-lactate dehydrogenase [Cytochrome]) (L-lactate ferricytochrome C oxidoreductase) (L-LCR)	CYB2 YML054C YM9958.08C	591	YM9958.08C	YML054C	---	CYB2	NP_013658.1;	YML054C;	854950;	YML054c;	S000004518;	9702_at
P32641	DIP-5811N	RAD24_YEAST	Checkpoint protein RAD24	RAD24 YER173W SYGP-ORF60	659	SYGP-ORF60	YER173W	---	RAD24	NP_011100.1;	YER173W;	856920;	YER173w;	S000000975;	5521_at
Q03784	DIP-5813N	TRS23_YEAST	Trafficking protein particle complex subunit 23 (TRAPP subunit 23) (Transport protein particle 23 kDa subunit)	TRS23 YDR246W YD8419.13	219	YD8419.13	YDR246W	---	TRS23	NP_010532.3;	YDR246W;	851833;	YDR246w;	S000002654;	6211_at
P48415	DIP-5815N	SEC16_YEAST	COPII coat assembly protein SEC16 (Protein transport protein SEC16)	SEC16 YPL085W LPF1W	2195	LPF1W	YPL085W	---	SEC16	NP_015240.1;	YPL085W;	856020;	YPL085w;	S000006006;	7850_at
P42841	DIP-5816N	PFS2_YEAST	Polyadenylation factor subunit 2	PFS2 YNL317W N0348	465	N0348	YNL317W	---	PFS2	NP_014082.1;	YNL317W;	855399;	YNL317w;	S000005261;	9167_at
P34216	DIP-5817N	EDE1_YEAST	EH domain-containing and endocytosis protein 1 (Bud site selection protein 15)	EDE1 BUD15 YBL047C YBL0501 YBL0520	1381	YBL0501 YBL0520	YBL047C	BUD15	EDE1	NP_009506.1;	YBL047C;	852233;	YBL047c;	S000000143;	7405_at
P46673	DIP-5818N	NUP85_YEAST	Nucleoporin NUP85 (Nuclear pore protein NUP85)	NUP85 RAT9 YJR042W J1624	744	J1624	YJR042W	RAT9	NUP85	NP_012576.1;	YJR042W;	853499;	YJR042w;	S000003803;	10971_at
Q03862	DIP-5819N	ARX1_YEAST	Probable metalloprotease ARX1 (EC 3.-.-.-) (Associated with ribosomal export complex protein 1)	ARX1 YDR101C YD8557.10c	593	YD8557.10c	YDR101C	---	ARX1	NP_010386.1;	YDR101C;	851678;	YDR101c;	S000002508;	6381_at
P06634	DIP-5820N	DED1_YEAST	ATP-dependent RNA helicase DED1 (EC 3.6.4.13) (DEAD box protein 1)	DED1 SPP81 YOR204W	604	---	YOR204W	SPP81	DED1	NP_014847.3;	YOR204W;	854379;	YOR204w;	S000005730;	8361_at
P39705	DIP-5821N	NUP60_YEAST	Nucleoporin NUP60 (Nuclear pore protein NUP60)	NUP60 FUN17 YAR002W	539	---	YAR002W	FUN17	NUP60	NP_009401.1;	YAR002W;	851263;	YAR002w;	S000000063;	11324_at
Q02767	DIP-5828N	VPS28_YEAST	Vacuolar protein sorting-associated protein 28 (ESCRT-I complex subunit VPS28)	VPS28 VPT28 YPL065W LPE5W	242	LPE5W	YPL065W	VPT28	VPS28	NP_015260.1;	YPL065W;	856040;	YPL065w;	S000005986;	7824_at
P53152	DIP-5829N	MMS2_YEAST	Ubiquitin-conjugating enzyme variant MMS2 (UEV MMS2)	MMS2 YGL087C	137	---	YGL087C	---	MMS2	NP_011428.1;	YGL087C;	852793;	YGL087c;	S000003055;	5110_at
P32849	DIP-5830N	RAD5_YEAST	DNA repair protein RAD5 (EC 3.6.4.-) (Radiation sensitivity protein 5) (Revertibility protein 2)	RAD5 REV2 SNM2 YLR032W	1169	---	YLR032W	REV2 SNM2	RAD5	NP_013132.1;	YLR032W;	850719;	YLR032w;	S000004022;	10284_at
Q06032	DIP-5875N	CST9_YEAST	Chromosome stability protein 9 (Molecular zipper protein 3)	CST9 ZIP3 YLR394W	482	---	YLR394W	ZIP3	CST9	NP_013498.3;	YLR394W;	851110;	YLR394w;	S000004386;	9929_at
P54199	DIP-5897N	MPS1_YEAST	Serine/threonine-protein kinase MPS1 (EC 2.7.12.2) (Monopolar spindle protein 1) (Regulatory cell proliferation kinase 1)	MPS1 RPK1 YDL028C D2785	764	D2785	YDL028C	RPK1	MPS1	NP_010256.2;	YDL028C;	851533;	YDL028c;	S000002186;	6524_at
P47045	DIP-5898N	TIM54_YEAST	Mitochondrial import inner membrane translocase subunit TIM54	TIM54 YJL054W J1150	478	J1150	YJL054W	---	TIM54	NP_012481.3;	YJL054W;	853392;	YJL054w;	S000003590;	11058_at
